T_index,C_index,Project Name,Year,Q,YYYYQQ,Avg_PSF,Vol,DPSF,DPSF_percent,Age_Q,Balas,Covid,MRT,Schools,PPI,DPPI,DPPI_percent,Test_Train
731,31,RIVEREDGE,2018,3,2018Q3,1342,3,-68,-0.04822695,66,0.924,0,0,0,146.1,0,0,Train
732,32,RIVEREDGE,2018,4,2018Q4,1225,1,-117,-0.087183308,67,0.923,0,0,0,146.8,0.7,0.004791239,Train
733,33,RIVEREDGE,2019,1,2019Q1,1405.67,3,180.67,0.147482993,68,0.922,0,0,0,145.2,-1.6,-0.010899183,Train
734,34,RIVEREDGE,2019,2,2019Q2,1355.5,2,-50.17,-0.035688878,69,0.921,0,0,0,148.1,2.9,0.019972452,Train
735,35,RIVEREDGE,2019,3,2019Q3,1379,2,23.5,0.017336776,70,0.92,0,0,0,150,1.9,0.012829169,Train
736,36,RIVEREDGE,2019,4,2019Q4,1376,3,-3,-0.002175489,71,0.919,0,0,0,149.6,-0.4,-0.002666667,Train
737,37,RIVEREDGE,2020,1,2020Q1,1391,1,15,0.010901163,72,0.918,1,0,0,148.1,-1.5,-0.010026738,Train
738,38,RIVEREDGE,2020,2,2020Q2,1319,1,-72,-0.051761323,73,0.917,1,0,0,148.7,0.6,0.004051317,Test
739,39,RIVEREDGE,2020,3,2020Q3,1402.33,3,83.33,0.063179176,74,0.916,1,0,0,148.8,0.1,0.000672495,Test
740,40,RIVEREDGE,2021,1,2021Q1,1536.5,2,134.17,0.095673877,76,0.914,1,0,0,157.1,3.8,0.024787997,Test
741,41,RIVEREDGE,2021,2,2021Q2,1426,3,-110.5,-0.071916694,77,0.913,1,0,0,158.8,1.7,0.010821133,Test
742,42,RIVEREDGE,2021,3,2021Q3,1494,2,68,0.047685835,78,0.912,1,0,0,159.9,1.1,0.006926952,Test
743,43,RIVEREDGE,2021,4,2021Q4,1566,2,72,0.048192771,79,0.911,1,0,0,168.4,8.5,0.053158224,Test
744,44,RIVEREDGE,2022,1,2022Q1,1470.5,2,-95.5,-0.060983397,80,0.91,1,0,0,167.9,-0.5,-0.002969121,Test
745,45,RIVEREDGE,2022,2,2022Q2,1599,2,128.5,0.087385243,81,0.9088,1,0,0,173.9,6,0.035735557,Test
746,46,RIVEREDGE,2022,3,2022Q3,1541.5,2,-57.5,-0.035959975,82,0.9075,1,0,0,181.6,7.7,0.044278321,Test
747,47,RIVEREDGE,2022,4,2022Q4,1622.5,4,81,0.052546221,83,0.9063,1,0,0,182.1,0.5,0.002753304,Test
748,1,ROXY SQUARE,1996,2,1996Q2,623,1,0,0,12,0.958,0,0,0,122.2,11.4,0.102888087,Train
749,2,ROXY SQUARE,1996,3,1996Q3,627,1,4,0.006420546,13,0.9578,0,0,0,119.9,-2.3,-0.018821604,Train
750,3,ROXY SQUARE,1999,2,1999Q2,480,1,-147,-0.234449761,24,0.954,0,0,0,83.5,8.3,0.11037234,Train
751,4,ROXY SQUARE,2000,2,2000Q2,471.5,2,-8.5,-0.017708333,28,0.952,0,0,0,100.4,1.9,0.01928934,Train
752,5,ROXY SQUARE,2000,3,2000Q3,476,1,4.5,0.009544008,29,0.9515,0,0,0,97.7,-2.7,-0.02689243,Train
753,6,ROXY SQUARE,2002,1,2002Q1,437,1,-39,-0.081932773,35,0.9485,0,0,0,82,-0.7,-0.008464329,Train
754,7,ROXY SQUARE,2003,3,2003Q3,498,1,61,0.139588101,41,0.9453,0,0,0,79.9,-0.3,-0.003740648,Train
755,8,ROXY SQUARE,2003,4,2003Q4,504,1,6,0.012048193,42,0.9445,0,0,0,79.9,0,0,Train
756,9,ROXY SQUARE,2004,4,2004Q4,318,1,-186,-0.369047619,46,0.9415,0,0,0,80.8,0.9,0.01126408,Train
757,10,ROXY SQUARE,2005,1,2005Q1,597,1,279,0.877358491,47,0.9408,0,0,0,81.4,0.6,0.007425743,Train
758,11,ROXY SQUARE,2005,3,2005Q3,318,1,-279,-0.467336683,49,0.939,0,0,0,83.1,1.2,0.014652015,Train
759,12,ROXY SQUARE,2006,1,2006Q1,322,1,4,0.012578616,51,0.937,0,0,0,85.7,1.3,0.015402844,Train
760,13,ROXY SQUARE,2008,3,2008Q3,603,1,281,0.872670807,61,0.9283,0,0,0,125.8,-3.2,-0.024806202,Train
761,14,ROXY SQUARE,2009,4,2009Q4,675,1,72,0.119402985,66,0.924,0,0,0,118.4,7.9,0.071493213,Train
762,15,ROXY SQUARE,2010,3,2010Q3,1053,1,378,0.56,69,0.921,0,0,0,132.6,2.1,0.016091954,Train
763,16,ROXY SQUARE,2015,2,2015Q2,1262,1,209,0.198480532,88,0.9,0,1,0,139.8,-1.1,-0.007806955,Train
764,17,ROXY SQUARE,2017,4,2017Q4,1282,1,20,0.015847861,98,0.8875,0,1,0,135.6,1.1,0.008178439,Test
765,18,ROXY SQUARE,2018,4,2018Q4,1093.5,4,-188.5,-0.147035881,102,0.8825,0,1,0,146.8,0.7,0.004791239,Test
766,19,ROXY SQUARE,2019,1,2019Q1,1377,1,283.5,0.259259259,103,0.8813,0,1,0,145.2,-1.6,-0.010899183,Test
767,20,ROXY SQUARE,2020,2,2020Q2,1000,1,-377,-0.273783588,108,0.875,1,1,0,148.7,0.6,0.004051317,Test
768,21,ROXY SQUARE,2021,2,2021Q2,1394,1,394,0.394,112,0.87,1,1,0,158.8,1.7,0.010821133,Test
769,1,SANCTUARY GREEN,2018,2,2018Q2,1176.88,8,0,0,93,0.8938,0,1,0,146.1,4.5,0.031779661,Train
770,2,SANCTUARY GREEN,2018,3,2018Q3,1258.57,7,81.7,0.069418102,94,0.8925,0,1,0,146.1,0,0,Train
771,3,SANCTUARY GREEN,2018,4,2018Q4,1262,3,3.43,0.002724177,95,0.8913,0,1,0,146.8,0.7,0.004791239,Train
772,4,SANCTUARY GREEN,2019,1,2019Q1,1213.33,3,-48.67,-0.038563127,96,0.89,0,1,0,145.2,-1.6,-0.010899183,Train
773,5,SANCTUARY GREEN,2019,2,2019Q2,1086,1,-127.33,-0.104945055,97,0.8888,0,1,0,148.1,2.9,0.019972452,Train
774,6,SANCTUARY GREEN,2019,3,2019Q3,1213.83,6,127.83,0.117710252,98,0.8875,0,1,0,150,1.9,0.012829169,Train
775,7,SANCTUARY GREEN,2019,4,2019Q4,1277,3,63.17,0.052038995,99,0.8863,0,1,0,149.6,-0.4,-0.002666667,Train
776,8,SANCTUARY GREEN,2020,3,2020Q3,1235.67,3,-41.33,-0.032367528,102,0.8825,1,1,0,148.8,0.1,0.000672495,Train
777,9,SANCTUARY GREEN,2020,4,2020Q4,1252.14,7,16.48,0.013333847,103,0.8813,1,1,0,153.3,4.5,0.030241935,Train
778,10,SANCTUARY GREEN,2021,1,2021Q1,1273.78,9,21.63,0.017278317,104,0.88,1,1,0,157.1,3.8,0.024787997,Train
779,11,SANCTUARY GREEN,2021,2,2021Q2,1300.71,7,26.94,0.021146944,105,0.8788,1,1,0,158.8,1.7,0.010821133,Train
780,12,SANCTUARY GREEN,2021,3,2021Q3,1324,8,23.29,0.017902252,106,0.8775,1,1,0,159.9,1.1,0.006926952,Train
781,13,SANCTUARY GREEN,2021,4,2021Q4,1323.17,6,-0.83,-0.000629406,107,0.8763,1,1,0,168.4,8.5,0.053158224,Train
782,14,SANCTUARY GREEN,2022,1,2022Q1,1346,4,22.83,0.017256581,108,0.875,1,1,0,167.9,-0.5,-0.002969121,Test
783,15,SANCTUARY GREEN,2022,2,2022Q2,1468.46,13,122.46,0.090981826,109,0.8738,1,1,0,173.9,6,0.035735557,Test
784,16,SANCTUARY GREEN,2022,3,2022Q3,1450.6,5,-17.86,-0.012163436,110,0.8725,1,1,0,181.6,7.7,0.044278321,Test
785,17,SANCTUARY GREEN,2022,4,2022Q4,1566.2,5,115.6,0.079691162,111,0.8713,1,1,0,182.1,0.5,0.002753304,Test
786,1,SEASIDE PARK,2007,2,2007Q2,453,1,0,0,177,0.7775,0,0,0,107.1,8.3,0.084008097,Test
787,2,SEASIDE PARK,2009,4,2009Q4,648.5,2,195.5,0.431567329,187,0.7633,0,0,0,118.4,7.9,0.071493213,Test
788,3,SEASIDE PARK,2010,2,2010Q2,878,1,229.5,0.353893601,189,0.7608,0,0,0,130.5,6.2,0.049879324,Test
789,4,SEASIDE PARK,2011,1,2011Q1,858,2,-20,-0.022779043,192,0.757,0,0,0,137.3,2.3,0.017037037,Test
790,5,SEASIDE PARK,2012,4,2012Q4,1089,1,231,0.269230769,199,0.7483,0,0,0,144.8,2.5,0.017568517,Test
791,6,SEASIDE PARK,2015,2,2015Q2,1061,1,-28,-0.025711662,209,0.7345,0,0,0,139.8,-1.1,-0.007806955,Test
792,7,SEASIDE PARK,2018,3,2018Q3,1247,1,186,0.175306315,222,0.715,0,0,0,146.1,0,0,Test
793,1,SEASIDE RESIDENCES,2021,2,2021Q2,1924,1,0,0,28,0.952,1,1,0,158.8,1.7,0.010821133,Test
794,2,SEASIDE RESIDENCES,2022,3,2022Q3,2090.33,3,166.33,0.086451836,33,0.9495,1,1,0,181.6,7.7,0.044278321,Test
795,3,SEASIDE RESIDENCES,2022,4,2022Q4,2170.29,7,79.95,0.038248627,34,0.949,1,1,0,182.1,0.5,0.002753304,Test
796,1,SILVERSEA,2015,3,2015Q3,1769.5,4,0,0,40,0.946,0,0,1,137.7,-2.1,-0.015021459,Train
797,2,SILVERSEA,2015,4,2015Q4,1645.5,6,-124,-0.070076293,41,0.9453,0,0,1,137.4,-0.3,-0.002178649,Train
798,3,SILVERSEA,2016,1,2016Q1,1887,1,241.5,0.146763902,42,0.9445,0,0,1,136.6,-0.8,-0.005822416,Train
799,4,SILVERSEA,2016,2,2016Q2,1547.2,5,-339.8,-0.180074192,43,0.9438,0,0,1,136.5,-0.1,-0.000732064,Train
800,5,SILVERSEA,2016,3,2016Q3,1345.5,2,-201.7,-0.130364529,44,0.943,0,0,1,134.9,-1.6,-0.011721612,Train
801,6,SILVERSEA,2017,1,2017Q1,1424,3,78.5,0.058342624,46,0.9415,0,0,1,133.8,0,0,Train
802,7,SILVERSEA,2017,2,2017Q2,1570.67,6,146.67,0.102996255,47,0.9408,0,0,1,133.7,-0.1,-0.000747384,Train
803,8,SILVERSEA,2017,3,2017Q3,1549.33,6,-21.33,-0.013582343,48,0.94,0,0,1,134.5,0.8,0.005983545,Train
804,9,SILVERSEA,2017,4,2017Q4,1665.86,7,116.52,0.075208999,49,0.939,0,0,1,135.6,1.1,0.008178439,Train
805,10,SILVERSEA,2018,1,2018Q1,1701,5,35.14,0.021095961,50,0.938,0,0,1,141.6,6,0.044247788,Train
806,11,SILVERSEA,2018,2,2018Q2,1625.4,5,-75.6,-0.044444444,51,0.937,0,0,1,146.1,4.5,0.031779661,Train
807,12,SILVERSEA,2018,3,2018Q3,1714,2,88.6,0.054509659,52,0.936,0,0,1,146.1,0,0,Train
808,13,SILVERSEA,2018,4,2018Q4,1636.67,3,-77.33,-0.045118631,53,0.9353,0,0,1,146.8,0.7,0.004791239,Train
809,14,SILVERSEA,2019,1,2019Q1,1814,1,177.33,0.108350305,54,0.9345,0,0,1,145.2,-1.6,-0.010899183,Train
810,15,SILVERSEA,2019,2,2019Q2,1567.5,2,-246.5,-0.135887541,55,0.9338,0,0,1,148.1,2.9,0.019972452,Train
811,16,SILVERSEA,2019,3,2019Q3,1556.67,3,-10.83,-0.006911217,56,0.933,0,0,1,150,1.9,0.012829169,Train
812,17,SILVERSEA,2019,4,2019Q4,1654.4,5,97.73,0.062783726,57,0.932,0,0,1,149.6,-0.4,-0.002666667,Train
813,18,SILVERSEA,2020,1,2020Q1,1768,4,113.6,0.068665377,58,0.931,1,0,1,148.1,-1.5,-0.010026738,Train
814,19,SILVERSEA,2020,2,2020Q2,1579,1,-189,-0.106900452,59,0.93,1,0,1,148.7,0.6,0.004051317,Train
815,20,SILVERSEA,2020,3,2020Q3,1643.2,5,64.2,0.040658645,60,0.929,1,0,1,148.8,0.1,0.000672495,Train
816,21,SILVERSEA,2020,4,2020Q4,1551.6,5,-91.6,-0.055744888,61,0.9283,1,0,1,153.3,4.5,0.030241935,Train
817,22,SILVERSEA,2021,1,2021Q1,1738,6,186.4,0.120134055,62,0.9275,1,0,1,157.1,3.8,0.024787997,Train
818,23,SILVERSEA,2021,2,2021Q2,1691.9,10,-46.1,-0.026524741,63,0.9268,1,0,1,158.8,1.7,0.010821133,Train
819,24,SILVERSEA,2021,3,2021Q3,1777.25,4,85.35,0.050446244,64,0.926,1,0,1,159.9,1.1,0.006926952,Test
820,25,SILVERSEA,2021,4,2021Q4,1729.5,6,-47.75,-0.026867351,65,0.925,1,0,1,168.4,8.5,0.053158224,Test
821,26,SILVERSEA,2022,1,2022Q1,1814,5,84.5,0.048858051,66,0.924,1,0,1,167.9,-0.5,-0.002969121,Test
822,27,SILVERSEA,2022,2,2022Q2,1951.92,13,137.92,0.076032567,67,0.923,1,0,1,173.9,6,0.035735557,Test
823,28,SILVERSEA,2022,3,2022Q3,1950,4,-1.92,-0.000985222,68,0.922,1,0,1,181.6,7.7,0.044278321,Test
824,29,SILVERSEA,2022,4,2022Q4,2263,1,313,0.160512821,69,0.921,1,0,1,182.1,0.5,0.002753304,Test
825,1,TANJONG RIA CONDOMINIUM,1999,2,1999Q2,607.75,12,0,0,32,0.95,0,0,0,83.5,8.3,0.11037234,Train
826,2,TANJONG RIA CONDOMINIUM,1999,3,1999Q3,666.2,5,58.45,0.096174414,33,0.9495,0,0,0,90.4,6.9,0.082634731,Train
827,3,TANJONG RIA CONDOMINIUM,1999,4,1999Q4,590,1,-76.2,-0.114380066,34,0.949,0,0,0,95.1,4.7,0.05199115,Train
828,4,TANJONG RIA CONDOMINIUM,2000,1,2000Q1,651.67,3,61.67,0.104519774,35,0.9485,0,0,0,98.5,3.4,0.03575184,Train
829,5,TANJONG RIA CONDOMINIUM,2000,2,2000Q2,695.29,7,43.62,0.0669346,36,0.948,0,0,0,100.4,1.9,0.01928934,Train
830,6,TANJONG RIA CONDOMINIUM,2000,3,2000Q3,766,1,70.71,0.101705363,37,0.9475,0,0,0,97.7,-2.7,-0.02689243,Train
831,7,TANJONG RIA CONDOMINIUM,2000,4,2000Q4,702,1,-64,-0.083550914,38,0.947,0,0,0,94.2,-3.5,-0.035823951,Train
832,8,TANJONG RIA CONDOMINIUM,2001,1,2001Q1,565,1,-137,-0.195156695,39,0.9465,0,0,0,90,-4.2,-0.044585987,Train
833,9,TANJONG RIA CONDOMINIUM,2001,2,2001Q2,534,2,-31,-0.054867257,40,0.946,0,0,0,89.8,-0.2,-0.002222222,Train
834,10,TANJONG RIA CONDOMINIUM,2001,3,2001Q3,577.4,5,43.4,0.081273408,41,0.9453,0,0,0,87.3,-2.5,-0.027839644,Train
835,11,TANJONG RIA CONDOMINIUM,2001,4,2001Q4,486,1,-91.4,-0.158295809,42,0.9445,0,0,0,82.7,-4.6,-0.052691867,Train
836,12,TANJONG RIA CONDOMINIUM,2002,1,2002Q1,597,1,111,0.228395062,43,0.9438,0,0,0,82,-0.7,-0.008464329,Train
837,13,TANJONG RIA CONDOMINIUM,2002,2,2002Q2,481.67,3,-115.33,-0.193188163,44,0.943,0,0,0,81.4,-0.6,-0.007317073,Train
838,14,TANJONG RIA CONDOMINIUM,2002,3,2002Q3,457,1,-24.67,-0.051211073,45,0.9423,0,0,0,81.6,0.2,0.002457002,Train
839,15,TANJONG RIA CONDOMINIUM,2003,2,2003Q2,541.5,2,84.5,0.184901532,48,0.94,0,0,0,80.2,-0.4,-0.004962779,Train
840,16,TANJONG RIA CONDOMINIUM,2003,3,2003Q3,526.5,2,-15,-0.027700831,49,0.939,0,0,0,79.9,-0.3,-0.003740648,Train
841,17,TANJONG RIA CONDOMINIUM,2004,2,2004Q2,372,1,-154.5,-0.293447293,52,0.936,0,0,0,79.6,0,0,Train
842,18,TANJONG RIA CONDOMINIUM,2004,3,2004Q3,433,2,61,0.163978495,53,0.9353,0,0,0,79.9,0.3,0.003768844,Train
843,19,TANJONG RIA CONDOMINIUM,2004,4,2004Q4,406,1,-27,-0.062355658,54,0.9345,0,0,0,80.8,0.9,0.01126408,Train
844,20,TANJONG RIA CONDOMINIUM,2005,2,2005Q2,477.5,2,71.5,0.176108374,56,0.933,0,0,0,81.9,0.5,0.006142506,Train
845,21,TANJONG RIA CONDOMINIUM,2005,3,2005Q3,475.5,4,-2,-0.004188482,57,0.932,0,0,0,83.1,1.2,0.014652015,Train
846,22,TANJONG RIA CONDOMINIUM,2005,4,2005Q4,429,1,-46.5,-0.097791798,58,0.931,0,0,0,84.4,1.3,0.015643803,Train
847,23,TANJONG RIA CONDOMINIUM,2006,2,2006Q2,552.5,2,123.5,0.287878788,60,0.929,0,0,0,87.2,1.5,0.017502917,Train
848,24,TANJONG RIA CONDOMINIUM,2006,3,2006Q3,512,2,-40.5,-0.073303167,61,0.9283,0,0,0,90,2.8,0.032110092,Train
849,25,TANJONG RIA CONDOMINIUM,2007,2,2007Q2,709.29,7,197.29,0.385323661,64,0.926,0,0,0,107.1,8.3,0.084008097,Train
850,26,TANJONG RIA CONDOMINIUM,2007,3,2007Q3,824.25,8,114.96,0.162084592,65,0.925,0,0,0,116,8.9,0.083099907,Train
851,27,TANJONG RIA CONDOMINIUM,2007,4,2007Q4,900.14,7,75.89,0.092075047,66,0.924,0,0,0,124.4,8.4,0.072413793,Train
852,28,TANJONG RIA CONDOMINIUM,2008,1,2008Q1,814,2,-86.14,-0.095699095,67,0.923,0,0,0,129,4.6,0.036977492,Train
853,29,TANJONG RIA CONDOMINIUM,2008,2,2008Q2,891.25,4,77.25,0.09490172,68,0.922,0,0,0,129,0,0,Train
854,30,TANJONG RIA CONDOMINIUM,2008,3,2008Q3,1089,1,197.75,0.221879383,69,0.921,0,0,0,125.8,-3.2,-0.024806202,Train
855,31,TANJONG RIA CONDOMINIUM,2009,2,2009Q2,774,3,-315,-0.289256198,72,0.918,0,0,0,95.3,-4.7,-0.047,Train
856,32,TANJONG RIA CONDOMINIUM,2009,3,2009Q3,872.25,8,98.25,0.126937984,73,0.917,0,0,0,110.5,15.2,0.159496327,Train
857,33,TANJONG RIA CONDOMINIUM,2009,4,2009Q4,883.71,7,11.46,0.013143348,74,0.916,0,0,0,118.4,7.9,0.071493213,Train
858,34,TANJONG RIA CONDOMINIUM,2010,1,2010Q1,982,3,98.29,0.111218881,75,0.915,0,0,0,124.3,5.9,0.049831081,Train
859,35,TANJONG RIA CONDOMINIUM,2010,2,2010Q2,1032,3,50,0.050916497,76,0.914,0,0,0,130.5,6.2,0.049879324,Train
860,36,TANJONG RIA CONDOMINIUM,2010,3,2010Q3,928.5,4,-103.5,-0.100290698,77,0.913,0,0,0,132.6,2.1,0.016091954,Train
861,37,TANJONG RIA CONDOMINIUM,2010,4,2010Q4,991.5,4,63,0.067851373,78,0.912,0,0,0,135,2.4,0.018099548,Train
862,38,TANJONG RIA CONDOMINIUM,2011,1,2011Q1,1024,6,32.5,0.032778618,79,0.911,0,0,0,137.3,2.3,0.017037037,Train
863,39,TANJONG RIA CONDOMINIUM,2011,2,2011Q2,998.17,6,-25.83,-0.025227865,80,0.91,0,0,0,139.2,1.9,0.01383831,Train
864,40,TANJONG RIA CONDOMINIUM,2011,3,2011Q3,1066.43,7,68.26,0.068387281,81,0.9088,0,0,0,140.8,1.6,0.011494253,Train
865,41,TANJONG RIA CONDOMINIUM,2011,4,2011Q4,1064.4,5,-2.03,-0.00190221,82,0.9075,0,0,0,141.2,0.4,0.002840909,Train
866,42,TANJONG RIA CONDOMINIUM,2012,1,2012Q1,1121.5,2,57.1,0.053645246,83,0.9063,0,0,0,141,-0.2,-0.001416431,Train
867,43,TANJONG RIA CONDOMINIUM,2012,2,2012Q2,1069.2,5,-52.3,-0.046633972,84,0.905,0,0,0,141.6,0.6,0.004255319,Train
868,44,TANJONG RIA CONDOMINIUM,2012,3,2012Q3,1059.33,3,-9.87,-0.009228083,85,0.9038,0,0,0,142.3,0.7,0.004943503,Train
869,45,TANJONG RIA CONDOMINIUM,2012,4,2012Q4,1123.33,6,64,0.060415356,86,0.9025,0,0,0,144.8,2.5,0.017568517,Train
870,46,TANJONG RIA CONDOMINIUM,2013,1,2013Q1,1316,2,192.67,0.171513353,87,0.9013,0,0,0,145.9,1.1,0.007596685,Train
871,47,TANJONG RIA CONDOMINIUM,2013,2,2013Q2,1072,1,-244,-0.185410334,88,0.9,0,0,0,148,2.1,0.01439342,Train
872,48,TANJONG RIA CONDOMINIUM,2013,4,2013Q4,1251,1,179,0.166977612,90,0.8975,0,0,0,147.6,-1.3,-0.008730692,Train
873,49,TANJONG RIA CONDOMINIUM,2014,1,2014Q1,1234,1,-17,-0.013589129,91,0.8963,0,0,0,145.7,-1.9,-0.012872629,Train
874,50,TANJONG RIA CONDOMINIUM,2014,4,2014Q4,1188.5,2,-45.5,-0.036871961,94,0.8925,0,0,0,142.5,-1.4,-0.009728978,Train
875,51,TANJONG RIA CONDOMINIUM,2015,2,2015Q2,1063,1,-125.5,-0.105595288,96,0.89,0,1,0,139.8,-1.1,-0.007806955,Train
876,52,TANJONG RIA CONDOMINIUM,2015,3,2015Q3,1112,1,49,0.046095955,97,0.8888,0,1,0,137.7,-2.1,-0.015021459,Train
877,53,TANJONG RIA CONDOMINIUM,2015,4,2015Q4,1086,4,-26,-0.023381295,98,0.8875,0,1,0,137.4,-0.3,-0.002178649,Train
878,54,TANJONG RIA CONDOMINIUM,2016,1,2016Q1,1087,3,1,0.00092081,99,0.8863,0,1,0,136.6,-0.8,-0.005822416,Train
879,55,TANJONG RIA CONDOMINIUM,2016,2,2016Q2,1035,3,-52,-0.047838086,100,0.885,0,1,0,136.5,-0.1,-0.000732064,Train
880,56,TANJONG RIA CONDOMINIUM,2016,3,2016Q3,1072,1,37,0.035748792,101,0.8838,0,1,0,134.9,-1.6,-0.011721612,Train
881,57,TANJONG RIA CONDOMINIUM,2017,1,2017Q1,1117,2,45,0.041977612,103,0.8813,0,1,0,133.8,0,0,Train
882,58,TANJONG RIA CONDOMINIUM,2017,3,2017Q3,1129,2,12,0.010743062,105,0.8788,0,1,0,134.5,0.8,0.005983545,Train
883,59,TANJONG RIA CONDOMINIUM,2017,4,2017Q4,1071.5,2,-57.5,-0.050930027,106,0.8775,0,1,0,135.6,1.1,0.008178439,Train
884,60,TANJONG RIA CONDOMINIUM,2018,1,2018Q1,1107.25,4,35.75,0.033364442,107,0.8763,0,1,0,141.6,6,0.044247788,Test
885,61,TANJONG RIA CONDOMINIUM,2018,2,2018Q2,1159.5,4,52.25,0.047188982,108,0.875,0,1,0,146.1,4.5,0.031779661,Test
886,62,TANJONG RIA CONDOMINIUM,2018,4,2018Q4,1185,1,25.5,0.021992238,110,0.8725,0,1,0,146.8,0.7,0.004791239,Test
887,63,TANJONG RIA CONDOMINIUM,2019,1,2019Q1,1050,1,-135,-0.113924051,111,0.8713,0,1,0,145.2,-1.6,-0.010899183,Test
888,64,TANJONG RIA CONDOMINIUM,2019,4,2019Q4,1090,1,40,0.038095238,114,0.8675,0,1,0,149.6,-0.4,-0.002666667,Test
889,65,TANJONG RIA CONDOMINIUM,2020,1,2020Q1,1194,1,104,0.095412844,115,0.8663,1,1,0,148.1,-1.5,-0.010026738,Test
890,66,TANJONG RIA CONDOMINIUM,2020,3,2020Q3,1204,3,10,0.008375209,117,0.8638,1,1,0,148.8,0.1,0.000672495,Test
891,67,TANJONG RIA CONDOMINIUM,2020,4,2020Q4,1176.67,3,-27.33,-0.022702104,118,0.8625,1,1,0,153.3,4.5,0.030241935,Test
892,68,TANJONG RIA CONDOMINIUM,2021,1,2021Q1,1107,1,-69.67,-0.059206799,119,0.8613,1,1,0,157.1,3.8,0.024787997,Test
893,69,TANJONG RIA CONDOMINIUM,2021,2,2021Q2,1177,3,70,0.063233966,120,0.86,1,1,0,158.8,1.7,0.010821133,Test
894,70,TANJONG RIA CONDOMINIUM,2021,3,2021Q3,1209,2,32,0.027187766,121,0.8585,1,1,0,159.9,1.1,0.006926952,Test
895,71,TANJONG RIA CONDOMINIUM,2021,4,2021Q4,1298.67,3,89.67,0.074165977,122,0.857,1,1,0,168.4,8.5,0.053158224,Test
896,72,TANJONG RIA CONDOMINIUM,2022,1,2022Q1,1268,1,-30.67,-0.023613963,123,0.8555,1,1,0,167.9,-0.5,-0.002969121,Test
897,73,TANJONG RIA CONDOMINIUM,2022,2,2022Q2,1314,1,46,0.036277603,124,0.854,1,1,0,173.9,6,0.035735557,Test
898,74,TANJONG RIA CONDOMINIUM,2022,3,2022Q3,1331,2,17,0.012937595,125,0.8518,1,1,0,181.6,7.7,0.044278321,Test
899,75,TANJONG RIA CONDOMINIUM,2022,4,2022Q4,1392,2,61,0.045830203,126,0.8495,1,1,0,182.1,0.5,0.002753304,Test
900,1,THE RED HOUSE,2019,4,2019Q4,1461.5,2,0,0,39,0.9465,0,0,0,149.6,-0.4,-0.002666667,Test
901,2,THE RED HOUSE,2020,1,2020Q1,1456,1,-5.5,-0.003763257,40,0.946,1,0,0,148.1,-1.5,-0.010026738,Test
902,3,THE RED HOUSE,2021,4,2021Q4,1502.5,2,46.5,0.031936813,47,0.9408,1,0,0,168.4,8.5,0.053158224,Test
903,4,THE RED HOUSE,2022,3,2022Q3,1430.5,2,-72,-0.047920133,50,0.938,1,0,0,181.6,7.7,0.044278321,Test
904,1,THE SHORE RESIDENCES,2014,3,2014Q3,1556,1,0,0,28,0.952,0,0,1,143.9,-0.6,-0.004152249,Train
905,2,THE SHORE RESIDENCES,2014,4,2014Q4,1596,3,40,0.025706941,29,0.9515,0,0,1,142.5,-1.4,-0.009728978,Train
906,3,THE SHORE RESIDENCES,2015,1,2015Q1,1497.67,3,-98.33,-0.061612364,30,0.951,0,0,1,140.9,-1.6,-0.01122807,Train
907,4,THE SHORE RESIDENCES,2015,2,2015Q2,1580.2,5,82.53,0.055107946,31,0.9505,0,0,1,139.8,-1.1,-0.007806955,Train
908,5,THE SHORE RESIDENCES,2015,3,2015Q3,1553.6,5,-26.6,-0.016833312,32,0.95,0,0,1,137.7,-2.1,-0.015021459,Train
909,6,THE SHORE RESIDENCES,2015,4,2015Q4,1466.5,4,-87.1,-0.056063337,33,0.9495,0,0,1,137.4,-0.3,-0.002178649,Train
910,7,THE SHORE RESIDENCES,2016,1,2016Q1,1537,1,70.5,0.048073645,34,0.949,0,0,1,136.6,-0.8,-0.005822416,Train
911,8,THE SHORE RESIDENCES,2016,2,2016Q2,1492.5,2,-44.5,-0.028952505,35,0.9485,0,0,1,136.5,-0.1,-0.000732064,Train
912,9,THE SHORE RESIDENCES,2016,3,2016Q3,1493.5,6,1,0.000670017,36,0.948,0,0,1,134.9,-1.6,-0.011721612,Train
913,10,THE SHORE RESIDENCES,2016,4,2016Q4,1549.5,4,56,0.037495815,37,0.9475,0,0,1,133.8,-1.1,-0.008154188,Train
914,11,THE SHORE RESIDENCES,2017,1,2017Q1,1578,1,28.5,0.01839303,38,0.947,0,0,1,133.8,0,0,Train
915,12,THE SHORE RESIDENCES,2017,2,2017Q2,1509.5,4,-68.5,-0.043409379,39,0.9465,0,0,1,133.7,-0.1,-0.000747384,Train
916,13,THE SHORE RESIDENCES,2017,3,2017Q3,1470.83,6,-38.67,-0.025615546,40,0.946,0,0,1,134.5,0.8,0.005983545,Train
917,14,THE SHORE RESIDENCES,2017,4,2017Q4,1520.17,6,49.33,0.033541076,41,0.9453,0,0,1,135.6,1.1,0.008178439,Train
918,15,THE SHORE RESIDENCES,2018,1,2018Q1,1557.57,7,37.4,0.024605698,42,0.9445,0,0,1,141.6,6,0.044247788,Train
919,16,THE SHORE RESIDENCES,2018,2,2018Q2,1619.11,9,61.54,0.039510023,43,0.9438,0,0,1,146.1,4.5,0.031779661,Train
